complaint_text,product
counterfeit product,Consumer Affairs
low quality product,Consumer Affairs
product not working,Consumer Affairs
electronics defective,Consumer Affairs
mobile not working,Consumer Affairs
appliance defective,Consumer Affairs
machine defective,Consumer Affairs
machine stopped working,Consumer Affairs
repair not done,Consumer Affairs
service not provided,Consumer Affairs
service delay,Consumer Affairs
late delivery,Consumer Affairs
delivery not done,Consumer Affairs
order cancelled without reason,Consumer Affairs
order delayed,Consumer Affairs
order not shipped,Consumer Affairs
order stuck,Consumer Affairs
tracking not updated,Consumer Affairs
tracking wrong,Consumer Affairs
customer care not responding,Consumer Affairs
no response from support,Consumer Affairs
complaint ignored,Consumer Affairs
complaint closed without solution,Consumer Affairs
wrong complaint resolution,Consumer Affairs
poor service,Consumer Affairs
service quality low,Consumer Affairs
bad behavior of staff,Consumer Affairs
rude customer service,Consumer Affairs
misleading advertisement,Consumer Affairs
false claim in ad,Consumer Affairs
offer not honored,Consumer Affairs
discount not applied,Consumer Affairs
cashback not received,Consumer Affairs
voucher not working,Consumer Affairs
coupon code invalid,Consumer Affairs
loyalty points missing,Consumer Affairs
membership benefits not given,Consumer Affairs
membership cancelled without notice,Consumer Affairs
fake job offer,Consumer Affairs
job scam,Consumer Affairs
fake recruitment,Consumer Affairs
recruitment fraud,Consumer Affairs
travel scam,Consumer Affairs
tour package fraud,Consumer Affairs
fake hotel booking,Consumer Affairs
hotel overcharged,Consumer Affairs
hotel denied booking,Consumer Affairs
cab overcharged,Consumer Affairs
cab cancelled without refund,Consumer Affairs
flight overcharged,Consumer Affairs
airline denied boarding,Consumer Affairs
luggage lost,Consumer Affairs
luggage damaged,Consumer Affairs
parcel lost,Consumer Affairs
parcel damaged,Consumer Affairs
courier delay,Consumer Affairs
courier not delivered,Consumer Affairs
wrong courier delivered,Consumer Affairs
misdelivery,Consumer Affairs
wrong address delivery,Consumer Affairs
subscription auto renewed,Consumer Affairs
subscription cancelled but charged,Consumer Affairs
app subscription fraud,Consumer Affairs
OTT subscription charged twice,Consumer Affairs
TV recharge failed,Consumer Affairs
DTH recharge failed,Consumer Affairs
mobile recharge failed,Consumer Affairs
mobile recharge fraud,Consumer Affairs
SIM overcharged,Consumer Affairs
mobile bill wrong,Consumer Affairs
internet bill wrong,Consumer Affairs
broadband overcharged,Consumer Affairs
data pack not activated,Consumer Affairs
wrong data usage shown,Consumer Affairs
electricity bill wrong,Consumer Affairs
water bill wrong,Consumer Affairs
gas bill wrong,Consumer Affairs
meter reading wrong,Consumer Affairs
meter faulty,Consumer Affairs
fake meter reading,Consumer Affairs
meter tampered,Consumer Affairs
insurance fraud,Consumer Affairs
insurance claim rejected,Consumer Affairs
insurance delay,Consumer Affairs
policy not issued,Consumer Affairs
policy fake,Consumer Affairs
policy benefits denied,Consumer Affairs
refund delay,Consumer Affairs
refund process not started,Consumer Affairs
refund amount less,Consumer Affairs
partial refund,Consumer Affairs
refund to wrong account,Consumer Affairs
refund not initiated,Consumer Affairs
ecommerce refund delay,Consumer Affairs
ecommerce refund not received,Consumer Affairs
bank refund delay,Consumer Affairs
wrong refund mode,Consumer Affairs
refund cheque bounced,Consumer Affairs
cheque bounce,Consumer Affairs
cheque fraud,Consumer Affairs
fraud call,Consumer Affairs
fake lottery call,Consumer Affairs
prize scam,Consumer Affairs
survey scam,Consumer Affairs
investment fraud,Consumer Affairs
share market scam,Consumer Affairs
crypto fraud,Consumer Affairs
forex scam,Consumer Affairs
pyramid scheme,Consumer Affairs
MLM scam,Consumer Affairs
chit fund fraud,Consumer Affairs
loan app harassment,Consumer Affairs
loan recovery harassment,Consumer Affairs
fake legal notice,Consumer Affairs
threat call from company,Consumer Affairs
personal data misuse,Consumer Affairs
data leak,Consumer Affairs
privacy breach,Consumer Affairs
unauthorized account access,Consumer Affairs
account hacked,Consumer Affairs
fake social media profile,Consumer Affairs
impersonation fraud,Consumer Affairs
identity theft,Consumer Affairs
OTP fraud,Consumer Affairs
SIM swap fraud,Consumer Affairs
KYC fraud,Consumer Affairs


# ------------------- FIRE SAFETY -------------------
fire hydrant blocked,Fire Safety
fire extinguisher missing,Fire Safety
fire alarm broken,Fire Safety
fire escape blocked,Fire Safety
smoke in building,Fire Safety
fire hazard,Fire Safety
hydrant band hai,Fire Safety
aag,Fire Safety
smoke,Fire Safety
fire,Fire Safety
alarm,Fire Safety
hydrant,Fire Safety
flame,Fire Safety
burning smell,Fire Safety
heat issue,Fire Safety
fire exit blocked,Fire Safety
fire drill fail,Fire Safety
emergency fire,Fire Safety
flames,Fire Safety
fire problem,Fire Safety
tenant dispute,Rent/Building
building unsafe,Rent/Building
house cracks,Rent/Building
unsafe building,Rent/Building
illegal construction,Rent/Building
building hazard,Rent/Building
makaan kharab hai,Rent/Building
makaan,Rent/Building
ghar,Rent/Building
building,Rent/Building
house,Rent/Building
rent,Rent/Building
construction illegal,Rent/Building
flat unsafe,Rent/Building
apartment crack,Rent/Building
building damage,Rent/Building
foundation weak,Rent/Building
wall crack,Rent/Building
roof leak,Rent/Building
property unsafe,Rent/Building
tenant not paying rent,Rent/Building
tenant harassment,Rent/Building
tenant not vacating,Rent/Building
tenant refused to leave,Rent/Building
tenant damaging property,Rent/Building
unauthorized tenant,Rent/Building
illegal tenant,Rent/Building
tenant overstay,Rent/Building
tenant not following rules,Rent/Building
tenant misusing property,Rent/Building
tenant disturbing neighbours,Rent/Building
tenant not paying maintenance,Rent/Building
tenant refusing to pay bills,Rent/Building
tenant creating nuisance,Rent/Building
landlord harassment,Rent/Building
landlord not returning deposit,Rent/Building
landlord overcharging rent,Rent/Building
landlord not doing repairs,Rent/Building
landlord entering without permission,Rent/Building
landlord threat,Rent/Building
landlord not providing water,Rent/Building
landlord cutting electricity,Rent/Building
landlord increasing rent unfairly,Rent/Building
landlord changing lock,Rent/Building
landlord refusing agreement,Rent/Building
rent agreement dispute,Rent/Building
rent hike without notice,Rent/Building
rent increase dispute,Rent/Building
no rent receipt given,Rent/Building
fake rent receipt,Rent/Building
rent fraud,Rent/Building
double rent charged,Rent/Building
maintenance issue in building,Rent/Building
lift not working,Rent/Building
elevator breakdown,Rent/Building
lift stuck,Rent/Building
lift unsafe,Rent/Building
lift accident,Rent/Building
lift service delay,Rent/Building
staircase damaged,Rent/Building
stairs broken,Rent/Building
stairs unsafe,Rent/Building
corridor lights not working,Rent/Building
building gate broken,Rent/Building
main door damaged,Rent/Building
security guard absent,Rent/Building
no security in building,Rent/Building
watchman missing,Rent/Building
security issue,Rent/Building
fire exit blocked,Rent/Building
emergency exit locked,Rent/Building
parking dispute,Rent/Building
parking space taken,Rent/Building
no parking for tenants,Rent/Building
illegal parking in building,Rent/Building
parking slot encroached,Rent/Building
common area misuse,Rent/Building
common hall locked,Rent/Building
common space dispute,Rent/Building
gym equipment broken,Rent/Building
clubhouse closed,Rent/Building
swimming pool dirty,Rent/Building
pool closed without reason,Rent/Building
water leak in apartment,Rent/Building
pipe burst in flat,Rent/Building
ceiling leak,Rent/Building
roof water seepage,Rent/Building
water damage to walls,Rent/Building
mold in flat,Rent/Building
damp walls,Rent/Building
paint peeling,Rent/Building
broken window,Rent/Building
window lock broken,Rent/Building
door broken,Rent/Building
door lock faulty,Rent/Building
door handle broken,Rent/Building
tiles broken,Rent/Building
floor damaged,Rent/Building
marble crack,Rent/Building
wood flooring damaged,Rent/Building
false ceiling damage,Rent/Building
kitchen slab crack,Rent/Building
sink leakage,Rent/Building
toilet leak,Rent/Building
toilet flush not working,Rent/Building
bathroom tiles broken,Rent/Building
bathroom seepage,Rent/Building
bathtub cracked,Rent/Building
shower not working,Rent/Building
geyser not working,Rent/Building
plumbing issue in flat,Rent/Building
electrical fault in apartment,Rent/Building
wiring exposed,Rent/Building
switchboard spark,Rent/Building
switch not working,Rent/Building
fan not working,Rent/Building
light not working,Rent/Building
AC not cooling,Rent/Building
AC water leak,Rent/Building
heater faulty,Rent/Building
intercom not working,Rent/Building
doorbell not working,Rent/Building
balcony railing broken,Rent/Building
balcony unsafe,Rent/Building
terrace leak,Rent/Building
terrace unsafe,Rent/Building
roof tiles broken,Rent/Building
boundary wall broken,Rent/Building
compound wall crack,Rent/Building
gate lock broken,Rent/Building
building paint peeling,Rent/Building
building wall crack,Rent/Building
building structure weak,Rent/Building
structural damage,Rent/Building
building needs renovation,Rent/Building
illegal floor construction,Rent/Building
extra floor without approval,Rent/Building
building not approved,Rent/Building
illegal extension,Rent/Building
building not as per plan,Rent/Building
building completion certificate missing,Rent/Building
occupancy certificate missing,Rent/Building
building unsafe for living,Rent/Building
evacuation needed,Rent/Building
building leaning,Rent/Building
building collapse risk,Rent/Building
cracks in pillar,Rent/Building
pillar damaged,Rent/Building
beam crack,Rent/Building
beam damage,Rent/Building
foundation sinking,Rent/Building
foundation crack,Rent/Building
basement flooding,Rent/Building
basement leak,Rent/Building
basement unsafe,Rent/Building
storage room leak,Rent/Building
store room damaged,Rent/Building
shop in building unsafe,Rent/Building
illegal shops in building,Rent/Building
illegal godown in building,Rent/Building
commercial activity in residential building,Rent/Building
unauthorized office in building,Rent/Building
noise in building,Rent/Building
neighbour disturbance,Rent/Building
illegal activities in building,Rent/Building
gambling in building,Rent/Building
drinking in common area,Rent/Building
smoking in building,Rent/Building
illegal hostel in building,Rent/Building
PG safety issue,Rent/Building
PG overcrowded,Rent/Building
PG overcharging,Rent/Building
PG unsafe,Rent/Building
unauthorized PG,Rent/Building


# ------------------- TRAFFIC -------------------
traffic jam,Traffic
bahut traffic hai,Traffic
signal broken,Traffic
road block,Traffic
signal light fail,Traffic
traffic light not working,Traffic
road jam,Traffic
signal not working,Traffic
traffic block,Traffic
traffic,Traffic
jam,Traffic
road signal fail,Traffic
intersection jam,Traffic
traffic halt,Traffic
traffic slow,Traffic
vehicle stuck,Traffic
signal delay,Traffic
road congestion,Traffic
traffic heavy,Traffic
long queue,Traffic
fire hydrant blocked,Fire Safety
fire extinguisher missing,Fire Safety
fire alarm broken,Fire Safety
fire escape blocked,Fire Safety
smoke in building,Fire Safety
fire hazard,Fire Safety
hydrant band hai,Fire Safety
aag,Fire Safety
smoke,Fire Safety
fire,Fire Safety
alarm,Fire Safety
hydrant,Fire Safety
flame,Fire Safety
burning smell,Fire Safety
heat issue,Fire Safety
fire exit blocked,Fire Safety
fire drill fail,Fire Safety
emergency fire,Fire Safety
flames,Fire Safety
fire problem,Fire Safety
fire extinguisher expired,Fire Safety
fire extinguisher not working,Fire Safety
fire alarm not ringing,Fire Safety
fire detector faulty,Fire Safety
smoke detector not working,Fire Safety
fire alarm false alert,Fire Safety
fire alarm disconnected,Fire Safety
fire escape door locked,Fire Safety
emergency exit jammed,Fire Safety
emergency door blocked,Fire Safety
fire staircase blocked,Fire Safety
fire escape path obstructed,Fire Safety
emergency route unclear,Fire Safety
fire exit sign missing,Fire Safety
fire exit light off,Fire Safety
fire extinguisher bracket broken,Fire Safety
fire hose damaged,Fire Safety
fire hose missing,Fire Safety
fire hydrant leaking,Fire Safety
hydrant not connected,Fire Safety
hydrant not functional,Fire Safety
sprinkler system not working,Fire Safety
sprinkler pipe leak,Fire Safety
sprinkler head broken,Fire Safety
fire suppression system not working,Fire Safety
no fire alarm installed,Fire Safety
no fire safety system,Fire Safety
fire system maintenance pending,Fire Safety
fire inspection overdue,Fire Safety
fire NOC expired,Fire Safety
fire safety audit pending,Fire Safety
fire escape door rusted,Fire Safety
emergency door not opening,Fire Safety
exit door stuck,Fire Safety
emergency lock jammed,Fire Safety
fire alarm panel error,Fire Safety
fire control room unmanned,Fire Safety
fire control system failure,Fire Safety
heat detector faulty,Fire Safety
heat alarm not working,Fire Safety
burning smell in lift,Fire Safety
burning smell in corridor,Fire Safety
burning smell from wiring,Fire Safety
electrical fire risk,Fire Safety
short circuit fire,Fire Safety
electric spark in meter room,Fire Safety
electric spark in panel,Fire Safety
electric spark in wiring,Fire Safety
fan burning smell,Fire Safety
AC burning smell,Fire Safety
kitchen fire risk,Fire Safety
gas stove fire,Fire Safety
gas leak fire hazard,Fire Safety
cylinder blast risk,Fire Safety
candle fire hazard,Fire Safety
matchstick fire hazard,Fire Safety
lighter fire hazard,Fire Safety
petrol storage fire risk,Fire Safety
diesel leak fire risk,Fire Safety
chemical storage fire hazard,Fire Safety
paint storage fire hazard,Fire Safety
flammable liquid storage,Fire Safety
flammable gas storage,Fire Safety
combustible material storage,Fire Safety
wood storage fire risk,Fire Safety
paper storage fire risk,Fire Safety
cardboard storage fire risk,Fire Safety
cloth storage fire risk,Fire Safety
curtain fire risk,Fire Safety
sofa fire hazard,Fire Safety
mattress fire hazard,Fire Safety
fire near transformer,Fire Safety
fire near electric pole,Fire Safety
fire near substation,Fire Safety
fire near petrol pump,Fire Safety
fire near gas station,Fire Safety
fire near chemical plant,Fire Safety
factory fire hazard,Fire Safety
warehouse fire hazard,Fire Safety
godown fire hazard,Fire Safety
shop fire hazard,Fire Safety
mall fire hazard,Fire Safety
school fire hazard,Fire Safety
hospital fire hazard,Fire Safety
hotel fire hazard,Fire Safety
restaurant fire hazard,Fire Safety
office fire hazard,Fire Safety
cinema fire hazard,Fire Safety
auditorium fire hazard,Fire Safety
stadium fire hazard,Fire Safety
public gathering fire risk,Fire Safety
festival fire risk,Fire Safety
stage fire hazard,Fire Safety
event fire hazard,Fire Safety
firecrackers fire hazard,Fire Safety
Diwali fire hazard,Fire Safety
Holi fire hazard,Fire Safety
New Year fire hazard,Fire Safety
fire drill not conducted,Fire Safety
fire training not given,Fire Safety
fire safety staff absent,Fire Safety
fire fighting team not available,Fire Safety
fire truck delayed,Fire Safety
fire engine not arriving,Fire Safety
fire brigade late,Fire Safety
fire water tank empty,Fire Safety
fire pump not working,Fire Safety
fire pump switch faulty,Fire Safety
fire control valve stuck,Fire Safety
fire damper not closing,Fire Safety
smoke vent jammed,Fire Safety
smoke exhaust fan not working,Fire Safety
fire escape ladder missing,Fire Safety
fire escape ladder broken,Fire Safety
fire escape rope missing,Fire Safety
fire blanket missing,Fire Safety
fire bucket empty,Fire Safety
fire bucket missing,Fire Safety
fire sand bucket missing,Fire Safety
fire sand bucket empty,Fire Safety
fire extinguisher glass broken,Fire Safety
fire extinguisher cabinet open,Fire Safety
fire extinguisher stolen,Fire Safety
fire extinguisher blocked,Fire Safety
fire alarm battery low,Fire Safety
fire alarm battery missing,Fire Safety
fire panel battery dead,Fire Safety
smoke detector battery low,Fire Safety
smoke detector battery dead,Fire Safety
heat detector battery low,Fire Safety
emergency light not working,Fire Safety
emergency torch missing,Fire Safety
emergency kit missing,Fire Safety
emergency kit incomplete,Fire Safety
traffic jam,Traffic
bahut traffic hai,Traffic
signal broken,Traffic
road block,Traffic
signal light fail,Traffic
traffic light not working,Traffic
road jam,Traffic
signal not working,Traffic
traffic block,Traffic
traffic,Traffic
jam,Traffic
road signal fail,Traffic
intersection jam,Traffic
traffic halt,Traffic
traffic slow,Traffic
vehicle stuck,Traffic
signal delay,Traffic
road congestion,Traffic
traffic heavy,Traffic
long queue,Traffic
signal down,Traffic
signal kaam nahi kar raha,Traffic
traffic ka jam,Traffic
signal red atka hua,Traffic
traffic light blink ho rahi,Traffic
traffic signal dead,Traffic
road closed,Traffic
bridge blocked,Traffic
flyover jam,Traffic
highway jam,Traffic
expressway blocked,Traffic
toll plaza jam,Traffic
railway crossing jam,Traffic
barrier down traffic,Traffic
crossroad jam,Traffic
roundabout jam,Traffic
diversion pe jam,Traffic
accident ke kaaran jam,Traffic
road accident traffic,Traffic
truck overturned traffic,Traffic
bus breakdown traffic,Traffic
car breakdown jam,Traffic
construction se jam,Traffic
road repair jam,Traffic
drain work jam,Traffic
pothole se traffic slow,Traffic
heavy rain traffic,Traffic
flooded road jam,Traffic
snow road jam,Traffic
fog traffic slow,Traffic
mist road block,Traffic
police checkpost jam,Traffic
RTO check se jam,Traffic
VIP movement se jam,Traffic
minister visit jam,Traffic
political rally jam,Traffic
protest rally jam,Traffic
morcha ke kaaran traffic,Traffic
strike rally jam,Traffic
marriage procession jam,Traffic
baarat jam,Traffic
festival traffic,Traffic
Diwali market jam,Traffic
Eid bazaar traffic,Traffic
Christmas rush traffic,Traffic
New Year jam,Traffic
Ganpati visarjan jam,Traffic
Navratri garba traffic,Traffic
Durga puja pandal jam,Traffic
Baisakhi mela jam,Traffic
Kumbh mela traffic,Traffic
fairground traffic,Traffic
sports event jam,Traffic
stadium match traffic,Traffic
cricket match jam,Traffic
football match traffic,Traffic
concert traffic,Traffic
movie premiere jam,Traffic
shooting location traffic,Traffic
film shoot road block,Traffic
bike rally traffic,Traffic
car rally traffic,Traffic
cycle race traffic,Traffic
marathon traffic,Traffic
pedestrian crossing jam,Traffic
jaywalking se traffic,Traffic
animal crossing jam,Traffic
cow road block,Traffic
buffalo road block,Traffic
dog road block,Traffic
monkey road jam,Traffic
camel road block,Traffic
elephant road jam,Traffic
bullock cart road block,Traffic
tractor road jam,Traffic
tempo road jam,Traffic
rickshaw jam,Traffic
auto rickshaw block,Traffic
bus stand jam,Traffic
taxi stand jam,Traffic
parking se road block,Traffic
double parking jam,Traffic
wrong parking se jam,Traffic
no parking zone me gaadi,Traffic
parked truck road block,Traffic
parked bus road block,Traffic
parked tempo road block,Traffic
delivery van road block,Traffic
loading unloading se jam,Traffic
market area traffic,Traffic
bazaar road jam,Traffic
mall traffic,Traffic
shopping complex jam,Traffic
restaurant area traffic,Traffic
street food jam,Traffic
hawker zone traffic,Traffic
vendor road block,Traffic
weekly market jam,Traffic
sabzi mandi traffic,Traffic
wholesale market jam,Traffic
industrial area jam,Traffic
factory shift change traffic,Traffic
office hours jam,Traffic
school time jam,Traffic
college time jam,Traffic
exam centre traffic,Traffic
hospital road jam,Traffic
ambulance stuck traffic,Traffic
fire truck stuck jam,Traffic
police van stuck traffic,Traffic
VIP convoy road block,Traffic
governor visit jam,Traffic
prime minister visit traffic,Traffic
president visit traffic,Traffic
chief minister visit jam,Traffic
MLA visit jam,Traffic
MP visit traffic,Traffic
film star visit jam,Traffic
celebrity visit traffic,Traffic
politician visit traffic,Traffic
religious leader visit jam,Traffic
roadside accident crowd,Traffic
spectator crowd jam,Traffic
road show jam,Traffic
bike stunt jam,Traffic
street racing jam,Traffic
illegal racing jam,Traffic
drag race traffic,Traffic
donkey cart road jam,Traffic
horse carriage traffic,Traffic
tanga road block,Traffic
metro construction jam,Traffic
flyover construction jam,Traffic
bridge repair traffic,Traffic
road widening jam,Traffic
pavement work jam,Traffic
pipeline repair jam,Traffic
cable laying traffic,Traffic
manhole repair jam,Traffic
sewer repair traffic,Traffic
water pipe repair jam,Traffic
gas pipeline repair jam,Traffic
electric work road block,Traffic
pole installation jam,Traffic
tree cutting road jam,Traffic
tree fall traffic block,Traffic
fallen pole road jam,Traffic
fallen wire road block,Traffic
open manhole traffic,Traffic

dikkat ho raha h raaasta pr bhot,Road Maintenance
ligt anahi aa rahi h,Electricity
ghar m pani aa rha h road se,Road Maintenance
pani nahi aa raha ghar pr,Water Supply
aaj bijli nahi aayi 2 ghante se,Electricity
there is pothole in front of stationary shop,Road Maintenance
raaasta pr dikkat h,Road Maintenance
raaasta pr hai,Road Maintenance
raaasta pr dikkat h,Road Maintenance
dikkat ho raha h raaasta pr bhot,Road Maintenance
dikkat ho raha h raaasta pr bhot,Road Maintenance
dikkat ho raha h raaasta pr bhot,Road Maintenance
dikkat ho raha h raaasta pr bhot,Road Maintenance
dikkat ho raha h raaasta pr bhot,Road Maintenance
dikkat ho raha h raaasta pr bhot,Road Maintenance
dikkat ho raha h raaasta pr bhot,Road Maintenance
dikkat ho raha h raaasta pr bhot jaada yar,Road Maintenance
dikkat ho raha h raaasta pr bhot,Road Maintenance
dikkat ho raha h raaasta pr bhot,Road Maintenance
paani ka  issue hai,Water Supply
paani kam hai,Water Supply
bijli nahi aa rahi hai,Electricity
paani nahi aa raha,Water Supply
